AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,Terrain,ValueofHome,NumberOfBuildings,NumberOfUnits,Age
970.0,-99.0,0.85,0.65,140.0,HVHZ,141480.0,1.0,1.0,64.0
1095.0,4118.4,1.02,0.94,120.0,B   ,94067.0,1.0,1.0,47.0
1980.0,2640.0,8.47,0.8,140.0,B   ,202730.0,1.0,1.0,65.0
3332.0,1108.8,0.44,1.5,123.0,C   ,431160.0,1.0,1.0,100.0
960.0,-99.0,1.75,0.62,140.0,HVHZ,113130.0,1.0,1.0,59.0
2070.0,-99.0,5.36,0.39,140.0,B   ,303871.0,1.0,1.0,61.0
2077.0,-99.0,7.04,0.94,140.0,HVHZ,303930.0,1.0,1.0,35.0
1957.0,-99.0,11.23,0.52,130.0,B   ,121129.0,1.0,1.0,38.0
2916.0,897.6,2.45,0.77,123.0,C   ,312436.0,1.0,1.0,52.0
1897.0,-99.0,2.37,0.84,146.0,HVHZ,186977.0,1.0,1.0,69.0
1731.0,-99.0,7.51,1.09,140.0,HVHZ,144280.0,1.0,1.0,57.0
2097.0,-99.0,3.77,1.13,140.0,HVHZ,143870.0,1.0,1.0,56.0
2958.0,-99.0,3.68,0.9,146.0,HVHZ,253666.0,3.0,2.0,83.0
2070.0,-99.0,7.56,1.46,129.0,B   ,306778.0,1.0,1.0,37.0
1387.0,-99.0,7.58,0.54,140.0,HVHZ,251140.0,1.0,1.0,28.0
1459.0,-99.0,4.29,0.8,120.0,B   ,97588.0,1.0,1.0,42.0
1423.0,1795.2,46.34,0.37,150.0,B   ,262936.0,1.0,1.0,65.0
2301.0,-99.0,5.08,1.62,110.0,B   ,124584.0,1.0,1.0,79.0
2610.0,-99.0,20.11,1.2,146.0,HVHZ,917428.0,1.0,1.0,72.0
1170.0,-99.0,2.27,0.49,140.0,HVHZ,81300.0,1.0,1.0,51.0
2079.0,-99.0,1.48,1.15,119.0,B   ,117033.0,1.0,1.0,68.0
3354.0,-99.0,7.96,0.83,130.0,B   ,224998.0,1.0,1.0,33.0
1495.0,-99.0,0.59,1.63,120.0,B   ,134466.0,1.0,1.0,43.0
1727.0,-99.0,0.44,1.88,110.0,B   ,134337.0,1.0,1.0,27.0
1961.0,-99.0,4.07,1.01,140.0,B   ,282752.0,1.0,1.0,36.0
1250.0,-99.0,4.26,0.45,146.0,HVHZ,117968.0,1.0,1.0,77.0
1365.0,-99.0,21.4,0.65,146.0,HVHZ,179000.0,1.0,1.0,43.0
1493.0,-99.0,0.11,0.92,120.0,B   ,66707.0,1.0,1.0,100.0
1329.0,-99.0,5.15,0.42,140.0,HVHZ,104120.0,1.0,1.0,54.0
2066.0,-99.0,2.38,1.3,110.0,B   ,182297.0,1.0,1.0,28.0
3927.0,-99.0,1.04,2.37,110.0,B   ,322748.0,1.0,1.0,19.0
2223.0,-99.0,8.32,0.82,140.0,B   ,234617.0,1.0,1.0,60.0
1820.0,1056.0,0.91,0.7,140.0,C   ,430556.0,1.0,1.0,68.0
1378.0,-99.0,0.12,0.98,120.0,B   ,109427.0,1.0,1.0,40.0
3195.0,369.6,25.2,2.07,136.0,C   ,487602.0,1.0,1.0,57.0
2258.0,-99.0,8.18,0.33,130.0,B   ,143737.0,1.0,1.0,47.0
1271.0,369.6,12.26,1.47,132.0,C   ,480740.0,1.0,1.0,50.0
1089.0,-99.0,16.92,1.02,146.0,HVHZ,264370.0,1.0,1.0,73.0
2260.0,-99.0,5.78,0.54,140.0,HVHZ,189290.0,1.0,3.0,55.0
2116.0,-99.0,6.11,1.62,130.0,B   ,164729.0,1.0,1.0,38.0
1270.0,-99.0,29.49,0.39,146.0,HVHZ,142929.0,1.0,1.0,38.0
1132.0,2217.6,2.62,1.15,123.0,C   ,119128.0,1.0,1.0,68.0
2330.0,4540.8,0.73,1.04,123.0,B   ,61557.0,1.0,2.0,104.0
1320.0,-99.0,37.01,0.99,146.0,HVHZ,106777.0,1.0,1.0,69.0
2677.0,-99.0,18.15,1.16,146.0,HVHZ,510614.0,1.0,1.0,51.0
1299.0,-99.0,2.52,0.82,140.0,HVHZ,89450.0,1.0,1.0,70.0
1558.0,-99.0,1.12,0.54,110.0,B   ,107855.0,1.0,1.0,41.0
1283.0,-99.0,7.55,0.45,140.0,HVHZ,119620.0,1.0,1.0,49.0
2055.0,-99.0,26.91,0.66,146.0,HVHZ,390050.0,1.0,1.0,63.0
4308.0,-99.0,23.76,1.09,146.0,HVHZ,623652.0,1.0,1.0,61.0
890.0,-99.0,0.21,0.22,123.0,B   ,71258.0,1.0,1.0,65.0
2345.0,-99.0,5.21,0.72,140.0,HVHZ,241880.0,1.0,1.0,55.0
2295.0,369.6,23.46,1.75,135.0,C   ,360926.0,1.0,1.0,34.0
1111.0,1161.6,6.19,2.18,130.0,B   ,94435.0,1.0,1.0,39.0
2059.0,-99.0,2.83,1.37,140.0,HVHZ,298970.0,1.0,1.0,23.0
1315.0,2164.8,0.39,1.13,123.0,B   ,69550.0,1.0,1.0,49.0
1390.0,-99.0,0.4,1.14,120.0,B   ,113483.0,1.0,1.0,35.0
3264.0,1531.2,1.42,0.5,140.0,C   ,508411.0,1.0,1.0,57.0
1282.0,-99.0,1.59,0.93,123.0,B   ,153239.0,1.0,1.0,65.0
1049.0,-99.0,9.43,0.75,146.0,HVHZ,75913.0,1.0,1.0,53.0
2175.0,-99.0,0.9,0.93,123.0,B   ,186134.0,1.0,1.0,59.0
800.0,844.8,24.37,0.95,136.0,C   ,218000.0,1.0,1.0,44.0
1649.0,-99.0,6.44,0.12,146.0,HVHZ,199251.0,1.0,1.0,37.0
3160.0,-99.0,16.3,0.83,146.0,HVHZ,864375.0,1.0,1.0,99.0
1102.0,-99.0,5.74,1.27,140.0,B   ,102869.0,1.0,1.0,42.0
1852.0,-99.0,7.2,1.08,140.0,HVHZ,185820.0,1.0,1.0,52.0
2190.0,264.0,10.41,0.89,140.0,C   ,662000.0,1.0,1.0,62.0
3584.0,-99.0,6.69,1.65,129.0,B   ,505838.0,1.0,1.0,24.0
1265.0,-99.0,2.46,0.45,120.0,B   ,133197.0,1.0,1.0,46.0
1302.0,-99.0,5.91,1.08,130.0,B   ,153536.0,1.0,1.0,23.0
1400.0,-99.0,0.85,1.11,123.0,B   ,67483.0,1.0,1.0,53.0
2276.0,-99.0,2.17,1.11,130.0,B   ,171200.0,1.0,1.0,65.0
1534.0,1584.0,13.67,0.73,133.0,B   ,227430.0,1.0,1.0,29.0
2926.0,-99.0,5.7,0.62,140.0,HVHZ,406320.0,1.0,1.0,31.0
1373.0,-99.0,1.43,1.9,130.0,B   ,122018.0,1.0,1.0,45.0
601.0,-99.0,1.53,0.78,140.0,B   ,30000.0,1.0,1.0,45.0
2361.0,-99.0,23.93,1.15,146.0,HVHZ,344745.0,1.0,1.0,55.0
1047.0,2587.2,1.9,0.57,123.0,B   ,74577.0,1.0,1.0,109.0
1293.0,-99.0,0.45,0.39,110.0,B   ,95937.0,1.0,1.0,72.0
1015.0,264.0,4.19,0.36,130.0,C   ,511701.0,1.0,1.0,56.0
2436.0,316.8,0.22,0.86,123.0,C   ,280397.0,1.0,1.0,124.0
2346.0,-99.0,14.23,0.96,132.0,B   ,154354.0,1.0,3.0,52.0
1685.0,-99.0,9.24,0.63,140.0,HVHZ,194000.0,1.0,1.0,31.0
2286.0,2006.4,7.53,0.38,140.0,HVHZ,402680.0,1.0,1.0,57.0
1057.0,1689.6,18.76,0.65,130.0,C   ,84089.0,1.0,1.0,39.0
1541.0,-99.0,2.94,0.52,120.0,B   ,140688.0,1.0,1.0,40.0
1306.0,2323.2,1.06,2.78,140.0,B   ,95311.0,1.0,1.0,64.0
2539.0,-99.0,2.26,1.11,140.0,HVHZ,729440.0,2.0,2.0,65.0
2175.0,-99.0,24.04,1.25,146.0,HVHZ,416316.0,1.0,1.0,66.0
3000.0,-99.0,2.66,1.82,140.0,B   ,440385.0,1.0,1.0,37.0
1882.0,-99.0,0.82,1.48,120.0,B   ,163895.0,1.0,1.0,46.0
2404.0,-99.0,24.43,1.59,146.0,HVHZ,358403.0,1.0,1.0,51.0
1884.0,-99.0,36.62,1.38,146.0,HVHZ,160397.0,1.0,1.0,52.0
1882.0,-99.0,1.54,0.39,130.0,B   ,150100.0,1.0,1.0,56.0
1356.0,-99.0,1.08,0.67,130.0,B   ,114506.0,1.0,1.0,29.0
1995.0,-99.0,19.97,1.88,146.0,HVHZ,264475.0,1.0,1.0,65.0
1388.0,-99.0,2.66,0.73,146.0,HVHZ,138050.0,1.0,1.0,72.0
1302.0,-99.0,1.11,0.7,123.0,B   ,115228.0,1.0,1.0,64.0
3289.0,-99.0,9.13,1.51,130.0,B   ,589303.0,1.0,1.0,27.0
3195.0,528.0,8.83,0.81,146.0,HVHZ,925135.0,2.0,2.0,98.0
2054.0,-99.0,0.85,1.4,140.0,HVHZ,213350.0,1.0,1.0,52.0
1116.0,189.46,12.46,1.01,132.0,C   ,391860.0,1.0,1.0,51.0
2177.0,3590.4,0.82,1.2,123.0,B   ,187727.0,1.0,1.0,55.0
2729.0,-99.0,1.76,2.4,140.0,B   ,325716.0,1.0,1.0,37.0
1217.0,-99.0,1.05,1.43,123.0,B   ,103559.0,1.0,1.0,73.0
2673.0,950.4,7.3,1.0,130.0,B   ,178455.0,1.0,1.0,72.0
2136.0,-99.0,6.04,2.19,119.0,B   ,163505.0,1.0,1.0,37.0
1926.0,-99.0,10.75,1.12,140.0,B   ,238474.0,1.0,1.0,38.0
2377.0,-99.0,3.78,1.39,110.0,B   ,146200.0,1.0,1.0,32.0
1032.0,-99.0,1.65,0.64,140.0,B   ,122800.0,1.0,1.0,39.0
2648.0,686.4,2.12,0.73,120.0,B   ,889776.0,1.0,1.0,69.0
2751.0,4540.8,16.78,0.66,130.0,C   ,226125.0,1.0,1.0,30.0
1258.0,-99.0,2.42,0.52,146.0,HVHZ,142904.0,1.0,1.0,70.0
1351.0,1531.2,0.6,0.69,123.0,B   ,129814.0,1.0,1.0,65.0
1348.0,-99.0,0.98,2.1,110.0,B   ,115875.0,1.0,1.0,37.0
943.0,-99.0,3.47,1.18,130.0,B   ,95100.0,1.0,1.0,52.0
1662.0,-99.0,0.48,0.88,140.0,HVHZ,176810.0,1.0,1.0,66.0
1649.0,-99.0,3.23,1.09,140.0,HVHZ,134270.0,1.0,1.0,56.0
1799.0,5121.6,1.28,1.24,123.0,B   ,298848.0,1.0,1.0,59.0
700.0,264.0,12.34,0.67,146.0,HVHZ,414020.0,1.0,1.0,59.0
704.0,-99.0,6.7,0.79,120.0,B   ,32510.0,1.0,1.0,59.0
1707.0,-99.0,1.52,0.84,130.0,B   ,134237.0,1.0,1.0,62.0
1916.0,-99.0,0.11,1.01,120.0,B   ,117731.0,1.0,1.0,59.0
2473.0,-99.0,5.06,0.6,140.0,B   ,332113.0,1.0,1.0,59.0
1796.0,1267.2,21.61,0.32,120.0,C   ,130990.0,1.0,1.0,68.0
1004.0,-99.0,3.74,0.91,146.0,HVHZ,105385.0,1.0,1.0,64.0
1334.0,-99.0,30.37,0.57,146.0,HVHZ,108405.0,1.0,1.0,38.0
1835.0,4276.8,2.71,1.25,130.0,B   ,115800.0,1.0,1.0,42.0
1608.0,-99.0,3.9,0.32,140.0,HVHZ,122860.0,1.0,1.0,60.0
2535.0,-99.0,5.94,0.76,140.0,HVHZ,351540.0,1.0,1.0,26.0
2247.0,-99.0,24.04,1.16,146.0,HVHZ,314904.0,1.0,1.0,48.0
1832.0,-99.0,6.8,0.94,130.0,B   ,152992.0,1.0,1.0,45.0
1362.0,-99.0,0.46,1.06,140.0,HVHZ,326300.0,1.0,1.0,75.0
1679.0,-99.0,1.73,0.7,130.0,B   ,178000.0,1.0,1.0,62.0
1030.0,3009.6,0.27,0.94,123.0,B   ,145433.0,1.0,1.0,64.0
1333.0,-99.0,1.34,0.77,110.0,B   ,150719.0,1.0,1.0,28.0
1240.0,-99.0,14.99,0.76,146.0,HVHZ,218420.0,1.0,1.0,78.0
3615.0,580.8,5.77,3.64,130.0,C   ,444038.0,1.0,1.0,26.0
955.0,2112.0,0.38,0.9,123.0,B   ,78797.0,1.0,1.0,51.0
1402.0,-99.0,15.34,0.99,146.0,HVHZ,222278.0,1.0,1.0,83.0
1326.0,1795.2,19.51,1.6,120.0,B   ,46510.0,1.0,1.0,64.0
1226.0,-99.0,0.67,0.09,110.0,B   ,99129.0,1.0,1.0,22.0
1231.0,-99.0,2.4,1.06,146.0,HVHZ,75000.0,1.0,1.0,52.0
1656.0,2112.0,24.93,0.96,120.0,C   ,170430.0,1.0,1.0,64.0
2501.0,-99.0,3.67,1.22,140.0,HVHZ,280920.0,1.0,1.0,29.0
1980.0,-99.0,5.98,0.42,146.0,HVHZ,257810.0,1.0,1.0,50.0
1747.0,1161.6,3.82,1.19,140.0,HVHZ,531550.0,1.0,1.0,73.0
2512.0,-99.0,3.78,0.35,120.0,B   ,270430.0,1.0,1.0,33.0
1541.0,-99.0,17.17,1.26,146.0,HVHZ,305659.0,1.0,1.0,74.0
1522.0,-99.0,17.0,1.09,120.0,B   ,70220.0,1.0,1.0,44.0
958.0,-99.0,1.52,0.35,130.0,B   ,74000.0,1.0,1.0,46.0
1537.0,-99.0,29.37,0.75,146.0,HVHZ,174287.0,1.0,1.0,67.0
2132.0,3484.8,9.23,0.69,140.0,B   ,184872.0,1.0,1.0,46.0
2168.0,-99.0,5.42,0.49,140.0,HVHZ,327300.0,1.0,1.0,30.0
1092.0,1003.2,18.31,0.31,150.0,B   ,860177.0,1.0,1.0,54.0
1664.0,-99.0,0.87,0.5,110.0,B   ,142093.0,1.0,1.0,35.0
2038.0,-99.0,8.12,1.75,146.0,HVHZ,296826.0,1.0,1.0,22.0
1718.0,52.8,24.26,4.41,135.0,B   ,204287.0,1.0,1.0,43.0
1686.0,-99.0,1.79,0.3,140.0,HVHZ,235270.0,1.0,1.0,45.0
1616.0,-99.0,0.9,1.26,100.0,B   ,179622.0,1.0,1.0,33.0
1233.0,-99.0,1.76,1.57,140.0,B   ,164427.0,1.0,1.0,53.0
1872.0,2904.0,0.97,0.71,123.0,B   ,560744.0,1.0,1.0,99.0
1448.0,-99.0,6.42,0.87,140.0,HVHZ,267770.0,1.0,1.0,35.0
1942.0,-99.0,4.25,1.53,130.0,B   ,104974.0,1.0,1.0,34.0
1659.0,-99.0,1.57,0.76,130.0,B   ,191900.0,1.0,1.0,61.0
2967.0,-99.0,3.91,1.15,120.0,B   ,150192.0,1.0,1.0,18.0
1412.0,-99.0,40.75,1.77,146.0,HVHZ,97642.0,1.0,1.0,50.0
2547.0,-99.0,2.23,1.42,140.0,B   ,376128.0,1.0,1.0,34.0
1620.0,633.6,2.61,0.3,130.0,C   ,619204.0,1.0,1.0,24.0
2065.0,-99.0,0.58,0.77,120.0,B   ,118733.0,1.0,1.0,52.0
2163.0,2534.4,0.64,1.04,123.0,B   ,454958.0,1.0,1.0,104.0
1051.0,-99.0,1.65,0.9,140.0,B   ,65584.0,1.0,1.0,43.0
1462.0,4435.2,2.38,1.37,140.0,HVHZ,517000.0,1.0,1.0,93.0
1832.0,-99.0,3.54,0.67,140.0,B   ,164000.0,1.0,1.0,39.0
2631.0,-99.0,6.77,1.42,140.0,HVHZ,338140.0,1.0,1.0,32.0
1371.0,-99.0,4.59,1.55,130.0,B   ,167520.0,1.0,1.0,36.0
952.0,-99.0,7.22,0.87,140.0,HVHZ,68460.0,1.0,1.0,46.0
2125.0,-99.0,1.39,0.57,110.0,B   ,189687.0,1.0,1.0,19.0
3663.0,-99.0,11.82,1.07,140.0,B   ,445151.0,1.0,1.0,47.0
2244.0,52.8,7.66,0.37,130.0,C   ,542636.0,1.0,1.0,48.0
4081.0,1795.2,1.28,1.09,120.0,B   ,407943.0,1.0,1.0,36.0
1221.0,-99.0,35.79,1.43,146.0,HVHZ,106676.0,1.0,1.0,68.0
1844.0,-99.0,0.39,0.88,123.0,B   ,351915.0,1.0,1.0,76.0
1671.0,-99.0,23.4,0.7,146.0,HVHZ,204200.0,1.0,1.0,40.0
3180.0,-99.0,11.08,0.5,130.0,B   ,166348.0,1.0,2.0,39.0
2582.0,-99.0,2.36,0.42,140.0,HVHZ,288900.0,1.0,1.0,28.0
1179.0,-99.0,1.9,0.91,123.0,B   ,120569.0,1.0,1.0,54.0
2412.0,2481.6,8.58,1.88,120.0,C   ,157730.0,1.0,1.0,57.0
1508.0,-99.0,0.53,0.88,123.0,B   ,147445.0,1.0,1.0,50.0
5331.0,-99.0,5.68,0.46,140.0,HVHZ,1523460.0,1.0,1.0,17.0
1049.0,-99.0,4.76,0.44,146.0,HVHZ,121828.0,1.0,1.0,69.0
6159.0,52.8,2.25,0.87,130.0,C   ,1085500.0,1.0,1.0,61.0
1412.0,-99.0,8.3,0.81,140.0,B   ,120900.0,1.0,1.0,32.0
2137.0,-99.0,8.42,4.03,120.0,B   ,122731.0,1.0,1.0,22.0
1049.0,-99.0,4.76,0.44,146.0,HVHZ,121828.0,1.0,1.0,69.0
1698.0,2112.0,6.3,0.94,130.0,B   ,98515.0,1.0,1.0,43.0
1656.0,-99.0,10.26,1.39,129.0,B   ,186824.0,1.0,1.0,25.0
1599.0,-99.0,25.33,1.1,146.0,HVHZ,226606.0,1.0,1.0,37.0
2365.0,-99.0,8.49,0.71,140.0,B   ,259170.0,1.0,1.0,39.0
2253.0,-99.0,14.46,1.42,146.0,HVHZ,337508.0,1.0,1.0,28.0
4343.0,-99.0,0.21,3.38,110.0,B   ,313032.0,1.0,1.0,33.0
1124.0,-99.0,1.03,0.59,140.0,HVHZ,222560.0,1.0,1.0,65.0
1386.0,-99.0,11.78,1.22,140.0,B   ,200954.0,1.0,1.0,67.0
1682.0,2745.6,0.81,1.5,140.0,HVHZ,426490.0,1.0,1.0,72.0
1132.0,-99.0,1.39,0.86,140.0,HVHZ,155890.0,1.0,1.0,63.0
2112.0,211.2,2.11,0.3,140.0,HVHZ,583000.0,1.0,1.0,50.0
1367.0,-99.0,27.09,1.87,146.0,HVHZ,157430.0,1.0,1.0,44.0
1769.0,4435.2,3.32,0.77,140.0,HVHZ,272440.0,1.0,1.0,72.0
1385.0,-99.0,0.43,0.55,140.0,HVHZ,163750.0,1.0,1.0,66.0
1427.0,-99.0,1.14,1.54,120.0,B   ,98686.0,1.0,1.0,59.0
2488.0,-99.0,17.96,1.43,120.0,B   ,147210.0,1.0,1.0,39.0
2294.0,-99.0,3.39,0.93,120.0,B   ,268461.0,1.0,1.0,20.0
4486.0,105.6,1.71,1.93,123.0,B   ,613146.0,1.0,1.0,44.0
2112.0,3432.0,1.47,0.65,140.0,B   ,188749.0,1.0,1.0,60.0
2689.0,3696.0,0.92,0.64,123.0,B   ,601293.0,1.0,1.0,99.0
1330.0,-99.0,1.99,0.53,140.0,HVHZ,157910.0,1.0,1.0,67.0
2244.0,792.0,23.51,0.82,120.0,C   ,362060.0,1.0,1.0,66.0
1292.0,-99.0,1.1,0.14,140.0,HVHZ,158550.0,1.0,1.0,67.0
2318.0,-99.0,1.67,1.09,120.0,B   ,254286.0,1.0,1.0,31.0
1770.0,-99.0,6.48,0.67,140.0,HVHZ,208140.0,1.0,1.0,47.0
1890.0,-99.0,23.37,1.27,130.0,B   ,64973.0,1.0,1.0,48.0
670.0,158.4,4.18,1.34,120.0,C   ,43431.0,1.0,1.0,48.0
2069.0,-99.0,0.48,0.47,123.0,B   ,173023.0,1.0,1.0,53.0
1657.0,1689.6,0.58,1.21,130.0,B   ,162483.0,1.0,1.0,45.0
2377.0,-99.0,0.2,0.6,110.0,B   ,122688.0,1.0,1.0,56.0
1329.0,-99.0,3.85,1.28,140.0,B   ,129375.0,1.0,1.0,65.0
1595.0,-99.0,11.33,0.93,146.0,HVHZ,107984.0,1.0,2.0,71.0
1703.0,2534.4,4.26,0.65,140.0,HVHZ,345860.0,1.0,1.0,29.0
848.0,1742.4,11.67,0.98,131.0,B   ,142920.0,1.0,1.0,51.0
3129.0,2798.4,1.77,1.03,130.0,B   ,418900.0,1.0,1.0,69.0
2531.0,3643.2,1.62,0.17,150.0,B   ,1557841.0,1.0,1.0,81.0
2625.0,-99.0,0.39,1.19,110.0,B   ,228851.0,1.0,1.0,37.0
1784.0,-99.0,1.06,0.34,120.0,B   ,148515.0,1.0,1.0,28.0
1270.0,-99.0,2.87,0.98,146.0,HVHZ,145286.0,1.0,1.0,71.0
2567.0,-99.0,2.97,1.56,140.0,B   ,245631.0,1.0,1.0,28.0
2570.0,-99.0,10.42,0.19,131.0,B   ,365794.0,1.0,1.0,33.0
1273.0,2270.4,6.46,1.44,130.0,B   ,141300.0,1.0,1.0,45.0
3180.0,-99.0,0.24,1.6,100.0,B   ,232000.0,1.0,1.0,54.0
936.0,4382.4,6.3,0.93,140.0,HVHZ,123200.0,1.0,1.0,68.0
1740.0,-99.0,23.97,0.66,146.0,HVHZ,274434.0,2.0,1.0,47.0
1597.0,-99.0,4.12,0.84,140.0,B   ,179000.0,1.0,1.0,43.0
973.0,2164.8,0.88,0.66,123.0,B   ,26270.0,1.0,1.0,101.0
1088.0,211.2,12.37,0.7,146.0,HVHZ,533819.0,1.0,1.0,44.0
1337.0,92.11,12.32,1.02,132.0,C   ,438360.0,1.0,1.0,56.0
1829.0,792.0,4.93,0.56,130.0,C   ,151500.0,1.0,1.0,64.0
1604.0,-99.0,3.09,0.88,146.0,HVHZ,169713.0,1.0,1.0,67.0
2541.0,844.8,0.52,0.74,123.0,C   ,234588.0,1.0,1.0,58.0
2409.0,-99.0,4.52,0.99,140.0,B   ,317328.0,1.0,1.0,57.0
1556.0,-99.0,6.82,0.91,140.0,HVHZ,210950.0,1.0,1.0,64.0
1744.0,-99.0,0.99,1.89,120.0,B   ,181982.0,1.0,1.0,35.0
4301.0,-99.0,3.76,0.63,140.0,HVHZ,630000.0,1.0,1.0,50.0
1823.0,-99.0,1.3,0.09,140.0,HVHZ,257080.0,1.0,1.0,60.0
1458.0,1689.6,10.78,0.75,130.0,B   ,241877.0,1.0,1.0,35.0
2472.0,1372.8,16.92,2.68,130.0,C   ,232620.0,1.0,1.0,50.0
2357.0,-99.0,0.14,1.51,120.0,B   ,182401.0,1.0,1.0,44.0
1183.0,-99.0,3.09,1.74,120.0,B   ,106098.0,1.0,1.0,36.0
2468.0,-99.0,1.28,1.01,110.0,B   ,145300.0,1.0,1.0,41.0
2373.0,-99.0,4.6,1.0,140.0,B   ,189561.0,1.0,1.0,38.0
1636.0,-99.0,14.34,0.45,133.0,B   ,245639.0,1.0,1.0,46.0
1999.0,-99.0,7.98,0.64,140.0,HVHZ,285570.0,1.0,1.0,48.0
2634.0,-99.0,16.04,2.06,110.0,B   ,219010.0,1.0,1.0,19.0
2197.0,-99.0,23.86,1.38,146.0,HVHZ,338061.0,1.0,1.0,55.0
1096.0,1320.0,1.07,0.38,120.0,C   ,88572.0,1.0,1.0,68.0
2087.0,5227.2,0.25,0.6,123.0,B   ,246875.0,1.0,1.0,52.0
2623.0,-99.0,0.52,1.97,120.0,B   ,209054.0,1.0,1.0,25.0
1676.0,3696.0,0.5,0.12,150.0,B   ,667795.0,1.0,1.0,54.0
1654.0,-99.0,0.33,0.93,120.0,B   ,172918.0,1.0,1.0,37.0
2689.0,2534.4,23.36,0.59,120.0,C   ,260210.0,1.0,1.0,46.0
2269.0,-99.0,1.13,0.65,110.0,B   ,138552.0,1.0,1.0,55.0
1272.0,-99.0,19.24,0.63,146.0,HVHZ,339473.0,1.0,1.0,73.0
1624.0,-99.0,2.7,0.3,146.0,HVHZ,153944.0,1.0,1.0,65.0
1918.0,-99.0,8.08,1.12,130.0,B   ,145702.0,1.0,1.0,26.0
930.0,-99.0,2.05,1.17,140.0,B   ,61433.0,2.0,1.0,60.0
1605.0,-99.0,17.62,0.17,146.0,HVHZ,385159.0,1.0,1.0,67.0
1406.0,1056.0,2.48,1.0,123.0,C   ,161680.0,1.0,1.0,57.0
2247.0,316.8,49.37,1.29,140.0,C   ,286025.0,1.0,1.0,38.0
2379.0,-99.0,8.59,0.49,140.0,B   ,248000.0,1.0,1.0,25.0
3315.0,-99.0,0.21,0.47,146.0,HVHZ,568677.0,1.0,1.0,43.0
975.0,633.6,5.43,0.27,140.0,C   ,179184.0,1.0,1.0,58.0
1935.0,-99.0,5.86,0.29,140.0,HVHZ,160930.0,1.0,2.0,54.0
1922.0,-99.0,8.0,0.61,130.0,B   ,202765.0,1.0,1.0,34.0
2642.0,-99.0,1.67,1.59,110.0,B   ,253036.0,1.0,1.0,45.0
2578.0,-99.0,24.4,0.79,146.0,HVHZ,268054.0,1.0,1.0,44.0
1401.0,-99.0,0.03,0.91,120.0,B   ,79655.0,1.0,2.0,34.0
1956.0,-99.0,7.81,5.69,127.0,B   ,255200.0,1.0,1.0,19.0
1323.0,-99.0,20.42,1.89,146.0,HVHZ,137576.0,1.0,1.0,44.0
1126.0,-99.0,3.1,0.96,120.0,B   ,103541.0,1.0,1.0,41.0
5164.0,25.59,23.91,0.45,136.0,C   ,484740.0,2.0,2.0,41.0
3693.0,633.6,17.74,1.57,120.0,C   ,1044860.0,1.0,1.0,29.0
2289.0,-99.0,0.69,1.6,100.0,B   ,202690.0,1.0,1.0,24.0
1955.0,-99.0,1.76,0.63,123.0,B   ,111617.0,1.0,1.0,67.0
2336.0,-99.0,0.36,1.81,120.0,B   ,239667.0,1.0,1.0,45.0
1632.0,1584.0,2.1,0.57,130.0,B   ,133286.0,1.0,1.0,41.0
1980.0,-99.0,0.25,0.28,110.0,B   ,129089.0,1.0,1.0,39.0
1090.0,-99.0,5.8,0.93,140.0,B   ,110200.0,1.0,1.0,43.0
1792.0,-99.0,11.99,0.5,130.0,B   ,51685.0,1.0,1.0,70.0
1590.0,-99.0,0.79,0.18,123.0,B   ,127775.0,1.0,1.0,37.0
2135.0,-99.0,6.74,0.37,140.0,HVHZ,219490.0,1.0,1.0,55.0
1790.0,-99.0,7.22,1.09,140.0,HVHZ,223960.0,1.0,1.0,51.0
1612.0,-99.0,3.2,0.91,140.0,B   ,191085.0,1.0,1.0,61.0
928.0,-99.0,2.06,0.78,140.0,B   ,45050.0,1.0,1.0,53.0
1216.0,-99.0,5.83,0.79,146.0,HVHZ,105894.0,1.0,1.0,84.0
2482.0,-99.0,3.49,0.74,140.0,B   ,319415.0,1.0,1.0,44.0
1554.0,-99.0,1.59,0.68,123.0,B   ,162754.0,1.0,1.0,65.0
1296.0,-99.0,0.45,0.49,120.0,B   ,124223.0,1.0,1.0,63.0
2392.0,792.0,2.12,1.64,130.0,B   ,281481.0,1.0,1.0,45.0
1180.0,3273.6,24.09,3.05,150.0,B   ,344045.0,1.0,1.0,54.0
1153.0,-99.0,1.93,1.05,100.0,B   ,92600.0,1.0,1.0,52.0
3602.0,-99.0,5.0,0.41,146.0,HVHZ,307786.0,2.0,1.0,73.0
1005.0,-99.0,6.34,0.9,140.0,B   ,111637.0,1.0,1.0,65.0
1652.0,-99.0,12.8,0.64,146.0,HVHZ,77300.0,1.0,1.0,42.0
1739.0,1003.2,26.35,0.1,120.0,C   ,160720.0,1.0,1.0,67.0
4732.0,369.6,5.07,0.77,130.0,C   ,1552300.0,1.0,1.0,37.0
2703.0,1531.2,17.19,0.65,130.0,C   ,266955.0,1.0,1.0,43.0
2274.0,-99.0,6.5,0.94,150.0,B   ,230600.0,1.0,1.0,51.0
1794.0,-99.0,8.49,0.35,140.0,B   ,93493.0,1.0,1.0,46.0
1658.0,4171.2,0.74,0.89,123.0,B   ,184633.0,1.0,1.0,59.0
1374.0,-99.0,11.64,1.24,140.0,B   ,130000.0,1.0,1.0,29.0
2013.0,-99.0,3.76,1.57,146.0,HVHZ,223243.0,1.0,1.0,65.0
